ts_ns,session_vwap,rolling_vwap,running_high,running_low,dist_from_high
1754100720000000000,20987.703274478346,20968.142564002217,21005.619999999999,20960.759999999998,0.91529201961652118
1754100780000000000,20987.495660981156,20968.026762948917,21005.619999999999,20960.759999999998,0.82567989300037348
1754100840000000000,20987.455057245748,20968.229019081642,21005.619999999999,20960.759999999998,0.87226928221125444
1754100900000000000,20987.340048984162,20968.198627862643,21005.619999999999,20960.759999999998,0.90815871600529274
1754100960000000000,20987.080092529704,20967.803786440643,21005.619999999999,20960.759999999998,0.93379402585820048
1754101020000000000,20987.005332337681,20967.79934236965,21005.619999999999,20959.23,0.91830135805128432
1754101080000000000,20986.897813422474,20967.706672365977,21005.619999999999,20958.740000000002,0.81079351535837296
1754101140000000000,20986.745546368318,20967.862026431747,21005.619999999999,20958.740000000002,0.76322525597271407
1754101200000000000,20986.708266118301,20967.877551775178,21005.619999999999,20958.740000000002,0.79031569965873172
1754101260000000000,20986.461457495909,20967.668960460396,21005.619999999999,20958.740000000002,0.8628412969283914
1754101320000000000,20986.383452663264,20967.572450720992,21005.619999999999,20958.740000000002,0.86326791808873271
1754101380000000000,20986.155320756501,20967.265389347009,21005.619999999999,20958.740000000002,0.83511092150170663
1754101440000000000,20986.012034595693,20967.135190967772,21005.619999999999,20958.740000000002,0.76621160409556865
1754101500000000000,20985.923241355831,20967.339843693142,21005.619999999999,20958.740000000002,0.70029863481228549
1754101560000000000,20985.895713781651,20967.17953135959,21005.619999999999,20958.740000000002,0.73165529010241448
1754101620000000000,20985.832296620465,20967.198785840301,21005.619999999999,20958.740000000002,0.68430034129692618
1754101680000000000,20985.778310524413,20967.220435537492,21005.619999999999,20958.740000000002,0.64931740614335309
1754101740000000000,20985.724956709684,20967.365097037917,21005.619999999999,20958.740000000002,0.61945392491465145
1754101800000000000,20985.622972500951,20968.158094556627,21005.619999999999,20958.740000000002,0.63139931740614763
1754101860000000000,20985.526779028853,20969.233540208199,21005.619999999999,20958.740000000002,0.5763651877133521
1754101920000000000,20985.511484846244,20969.568726226684,21005.619999999999,20958.740000000002,0.5797781569966256
1754101980000000000,20985.484583217494,20970.129922935073,21005.619999999999,20958.740000000002,0.57828498293519837
1754102040000000000,20985.443849461037,20970.568772932729,21005.619999999999,20958.740000000002,0.55204778156994083
1754102100000000000,20985.413324328692,20971.134108989685,21005.619999999999,20958.740000000002,0.57380546075083871
1754102160000000000,20985.394231859438,20971.939654236496,21005.619999999999,20958.740000000002,0.56740614334471051
1754102220000000000,20985.3728240044,20972.417973503379,21005.619999999999,20958.740000000002,0.52282423208190631
1754102280000000000,20985.347499437503,20973.156006337966,21005.619999999999,20958.740000000002,0.52794368600685548
1754102340000000000,20985.342865445306,20973.631590005098,21005.619999999999,20958.740000000002,0.43515358361772521
1754102400000000000,20985.333262100979,20974.267773755138,21005.619999999999,20958.740000000002,0.44091296928326384
1754102460000000000,20985.346404782758,20976.257586192154,21005.619999999999,20958.740000000002,0.41147610921498107
1754102520000000000,20985.355897266614,20976.993801112811,21005.619999999999,20958.740000000002,0.31186006825938134
1754102580000000000,20985.400098732127,20979.116614769246,21005.619999999999,20958.740000000002,0.31399317406139821
1754102640000000000,20985.458211698104,20980.904602031093,21005.619999999999,20958.740000000002,0.26855802047783384
1754102700000000000,20985.514344673335,20982.227502936541,21005.619999999999,20958.740000000002,0.33404436860069814
1754102760000000000,20985.525867963261,20982.610887565432,21005.619999999999,20958.740000000002,0.35665529010235625
1754102820000000000,20985.550515640873,20983.382969136554,21005.619999999999,20958.740000000002,0.35793515358361289
1754102880000000000,20985.573771961728,20984.03433050515,21005.619999999999,20958.740000000002,0.35473549488051004
1754102940000000000,20985.579561582283,20984.444247351068,21005.619999999999,20958.740000000002,0.336177474402715
1754103000000000000,20985.612450434201,20985.527552541746,21005.619999999999,20958.740000000002,0.30162116040956077
1754103060000000000,20985.635426616285,20986.582191224181,21005.619999999999,20958.740000000002,0.3216723549487831
1754103120000000000,20985.643076772907,20986.799727021542,21005.619999999999,20958.740000000002,0.34620307167236497
1754103180000000000,20985.654202670758,20987.151407478221,21005.619999999999,20958.740000000002,0.36966723549486086
1754103240000000000,20985.655820153857,20987.604231677884,21005.619999999999,20958.740000000002,0.44176621160410162
1754103300000000000,20985.653586247001,20987.902398735354,21005.619999999999,20958.740000000002,0.42939419795218653
1754103360000000000,20985.653680725045,20988.070553299116,21005.619999999999,20958.740000000002,0.42470136518773394
1754103420000000000,20985.663378403893,20988.376033737175,21005.619999999999,20958.740000000002,0.32999146757675746
1754103480000000000,20985.687666736994,20988.73727529918,21005.619999999999,20958.740000000002,0.39035836177475031
1754103540000000000,20985.698617625367,20988.783717726525,21005.619999999999,20958.740000000002,0.3948378839590323
1754103600000000000,20985.695866331353,20988.88175655574,21005.619999999999,20958.740000000002,0.48592150170648696
1754103660000000000,20985.685486391252,20988.945327376168,21005.619999999999,20958.740000000002,0.5891638225256085
1754103720000000000,20985.610149919215,20987.924953096517,21005.619999999999,20958.740000000002,0.58724402730376224
1754103780000000000,20985.581841863725,20987.304024103811,21005.619999999999,20958.740000000002,0.50874573378839327
1754103840000000000,20985.573398068391,20986.754154988525,21005.619999999999,20958.740000000002,0.52133105802047897
1754103900000000000,20985.557658583581,20986.026463153172,21005.619999999999,20958.740000000002,0.51983788395905173
1754103960000000000,20985.540944826316,20985.704019771976,21005.619999999999,20958.740000000002,0.51407849829351304
1754104020000000000,20985.539352357449,20985.411172068325,21005.619999999999,20958.740000000002,0.39675767918087851
1754104080000000000,20985.543542696927,20985.188287540648,21005.619999999999,20958.740000000002,0.37798634812283527
1754104140000000000,20985.552199416972,20985.259451382772,21005.619999999999,20958.740000000002,0.41360921501707554
1754104200000000000,20985.553102777627,20984.871592318581,21005.619999999999,20958.740000000002,0.39611774744028894
1754104260000000000,20985.55457286106,20984.601763289575,21005.619999999999,20958.740000000002,0.38011945392492968
1754104320000000000,20985.562191478482,20984.631438487886,21005.619999999999,20958.740000000002,0.37670648464165618
1754104380000000000,20985.567162279713,20984.563497802734,21005.619999999999,20958.740000000002,0.42022184300345194
1754104440000000000,20985.571660803882,20984.665266222055,21005.619999999999,20958.740000000002,0.44645904436863182
1754104500000000000,20985.561580095033,20984.619542175587,21005.619999999999,20958.740000000002,0.48144197952220497
1754104560000000000,20985.561178798613,20984.594660563653,21005.619999999999,20958.740000000002,0.37542662116039949
1754104620000000000,20985.582775655319,20984.792230208517,21005.619999999999,20958.740000000002,0.34940273037539027
1754104680000000000,20985.603554463378,20984.734834657695,21005.619999999999,20958.740000000002,0.34641638225253563
1754104740000000000,20985.651574496325,20985.177433555273,21005.619999999999,20958.740000000002,0.25575938566549983
